likes,replies,retweets,quotes,text,isReply,isRetweet,isQuote,quotedTweet/text,timestamp,quotedTweet/timestamp,username,verified
1,0,1,0,"📣 Great news for early career nurses:  Last minute grants open for #EBMT25! 💶

Apply for the Nurses Next Generation Grant by 📅 10 March and get €1,000 to cover your expenses to join us in Florence. 🇮🇹

View more and submit your application today ⬇️
ebmt.org/ebmt/news/special-g…",False,True,False,,2025-03-04T11:36:00.000Z,,@TheEBMT_Nurses,False
0,0,0,0,"Recently, the employees who served till 60 years have also been entitled to the benefits under the Modified Assured Career Progression (MACP) for all attendant pension benefits

#Pension #GovernmentBenefits #EmployeeBenefits #RetirementBenefits",False,False,False,,2025-03-04T11:37:00.000Z,,@sethi_lawyer,False
686,3,86,5,"so div1 and jype are just not gonna acknowledge or do anything about lino’s safety and security being violated while also bodyshaming and sabotaging his career via ignoring his existence,,,, cool cool cool cool cool",False,True,False,,2025-03-03T15:07:00.000Z,,@louvebiird,False
15,9,10,1,"Graham Stuart wrote on X that: ‘We have to consider the possibility that President Trump is a Russian asset. If so, Trump’s acquisition is the crowning achievement of Putin’s FSB career – and Europe is on its own.’

✍️ Steerpike buff.ly/oheIGwq",False,True,False,,2025-03-04T11:31:00.000Z,,@spectator,True
299,2,57,3,"club career 

Nadeshiko League (🇯🇵) 110 games 69 goals
Bundesliga (🇩🇪) 115 Games 59 goals
WSL (🏴󠁧󠁢󠁥󠁮󠁧󠁿) 18 games 5 goals
W-League (🇦🇺) 10 games 4 goals
NWSL (🇺🇸) 134 Games 23 goals",False,True,False,,2025-03-03T20:45:00.000Z,,@yuki_ngst,True
0,0,0,0,"Biggest career mistake you can make?

Buying into the narrative that you have to stay in the market you know.

Great advice in 2001

Terrible advice in 2025.

It's a big world of opportunities, but not if you don't open your eyes to it.

The tools are here, it's not that hard sometimes!",False,False,False,,2025-03-04T11:37:00.000Z,,@KPAestates,True
1,1,1,0,"🔥Women's Career Summitまで 残り5日🔥

CORE主催で開催する国内最大級のサミット。
今回は有楽町の @tib_tokyo にて開催✨

女性のライフとキャリアについて
真剣に考え、行動して、悩みながら、共有して。
少しヒントを得たり、同志を見つけたり。
そんな場所になったらいいなあと！私も楽しみ！",False,False,False,,2025-03-04T11:37:00.000Z,,@FUTABA_H0512,False
1,0,0,0,"'If you want to summarize Maxwell career in 2 balls, Here is it' - Bhogle

Accurate as f!",False,False,False,,2025-03-04T11:37:00.000Z,,@kalyankartik,False
0,0,0,0,It would ruin his career,True,False,False,,2025-03-04T11:37:00.000Z,,@LFC_PASSION_,False
1,0,0,0,"Basically ended his career in Europe, too. While he was out Akanji became Pep's son, and by the time he'd recovered the system had changed away from his strengths. After March the A-team was cast in concrete, and that basically sealed Laporte's Saudi fate.",True,False,False,,2025-03-04T11:37:00.000Z,,@SaintRoddy,False
166,4,28,4,Talented actress Mikey Madison has NEVER lost an Oscar in her entire career.,False,True,False,,2024-03-11T20:53:00.000Z,,@mikeymupdate,False
358,20,84,1,"Lacking this soft skill will kill your career. (Literally)

Here's what you must do...",False,True,False,,2025-03-02T14:14:00.000Z,,@Fuel_YourGrowth,True
0,0,0,0,haha what the fat guy and his decrepid wife.  He will be too busy being a career for her between meals 🤭,True,False,False,,2025-03-04T11:37:00.000Z,,@soultrappa,False
0,1,0,0,What happened to your career 😂😂,True,False,False,,2025-03-04T11:37:00.000Z,,@Nuwahereza31163,False
2,1,0,0,Bit harsh from Harsh-a to sum up Maxi’s career like that. He’s a fabulous ODI bat who’s not just a blind slogger,False,False,False,,2025-03-04T11:37:00.000Z,,@dibblydobblr,False
761,0,148,1,9 soft skills to accelerate your career:,False,True,False,,2025-03-03T17:54:00.000Z,,@TodayiLearrned,True
0,0,0,0,"AI is reshaping careers—are you ready to leverage it for success?Join us for an exclusive workshop with @dnaijatechguy on How you can Leverage AI for career success.
Register with the link below👇🏾 

lu.ma/9d2lezf3",False,False,False,,2025-03-04T11:36:00.000Z,,@path4herhq,False
106,2,46,8,"22 years successful career as high note king in kpop and still step his foot on vocal class🫵🏻

we love the trainer energy she’s like teaching a baby changmin she’s so sweet😭🩷",False,True,False,,2025-03-04T07:55:00.000Z,,@dbskfanbaseid,False
0,0,0,0,Admission level career opportunities in Cisco recruitment 2025 | 0 - 3 man ekprayasdigital.com/admissio…,False,False,False,,2025-03-04T11:36:00.000Z,,@MukeshR60048795,False
1,0,0,0,Omg ur too strong…… whats ur goal career????,True,False,False,,2025-03-04T11:36:00.000Z,,@paperskinny,False
1134,176,164,14,"I pray for you today. God will lift your head this year in your career, family, and anything you embark on!

Claim it if this is your portion!",False,True,False,,2025-03-04T08:19:00.000Z,,@pastorbolaji,True
1,0,1,0,2023 Panini Donruss Jacob Berry Career Stat Line Parallel 295/343 #whodoyoucollect #thehobby #MarlinsBeisbol #HomeOfBeisbol #Marlins ebay.com/itm/125973969021?mk…,False,True,False,,2025-03-03T22:06:00.000Z,,@byoungcards,False
1346,14,76,5,"1.Yesss not actor coz she is an actress  😚 in the white lotus, which is a top series on table now.
1.Being in music career since 3 year old and successful 
3.I feel you that this s good to be true. You just ignored this.Oscars never allowed to lipsyn.
Hater is hater",True,True,False,,2025-03-03T15:25:00.000Z,,@lalalose_you,True
0,0,0,0,he's doing exactly what afridi used to do in his late career.,True,False,False,,2025-03-04T11:36:00.000Z,,@livingvirtually,False
7,0,0,0,"be real with me chat, how much should I be making each month?
me:
✷ 20+ international group/solo exhibits last year
✷ featured on WePresent & It's Nice That
✷ represented in europe & USA
✷ past clients: nike, apple, forbes, mastodon, etc.
✷ not big, but successful NFT career",False,False,False,,2025-03-04T11:36:00.000Z,,@lxtxcx,False
0,0,0,0,Harsha Bhogle so right lmao. No better way to sum up this guys career,False,False,False,,2025-03-04T11:36:00.000Z,,@MesseLingard,False
1281,28,383,0,"Brazilian 🇧🇷 football legend Adriano shares a story about his life and career:

How did this great star turn out to be a drunker, this is so sad 

A very emotional thread 🧵",False,True,False,,2025-03-04T06:23:00.000Z,,@SneakerNyame_,True
3,0,0,0,"summerizing Maxwell's career in 2 bowls 😆🙂‍↕️
#INDvsAUS",False,False,False,,2025-03-04T11:36:00.000Z,,@puuchkaa,False
2435,29,183,7,Favorite night of our career.,False,True,True,"1 year ago today in the main event of Revolution PPV, Sting/Darby Allin vs Young Bucks for the AEW World Tag Team Championships!

Tremendous match. Literally the perfect retirement farewell for the Icon known as STING, who ended his AEW run with a 29-0 record.",2025-03-03T19:04:00.000Z,2025-03-03T04:32:00.000Z,@youngbucks,True
94,1,16,0,"“I had to take a career break from Nollywood because of my children; you don’t want to leave your children with another person abroad at a certain age”- Veteran Actress, Bukky Wright",False,True,False,,2025-03-04T07:22:00.000Z,,@Nolly_Citadel,False
0,0,0,0,"Kathleen Kennedy's net worth in 2025 reflects her successful career in Hollywood, including her role as Lucasfilm president. Explore her salary, wealth, and career earnings.
#KathleenKennedy #NetWorth #Aupeo
aupeo.com/kathleen-kennedy-n…",False,False,False,,2025-03-04T11:36:00.000Z,,@aupeoradio,False
0,0,0,0,"Try the service in Mexico; they offer the best service since it’s a lifelong career, not a temporary job while attending auditions. Tips are optional, and employers should pay living wages to all employees.",True,False,False,,2025-03-04T11:36:00.000Z,,@andoniAmu,False
11,0,2,0,"Today, we launch the 10th year of the @MDCPS SYIP.  College and career ready! ##MDCPSSTEAM ##YourBestChoiceMDCPS",False,True,False,,2025-03-03T14:35:00.000Z,,@MDCPSSTEAM,False
49,0,7,1,we don't talk enough about how kylie supports timmy in his career. he filmed acu and marty supreme back to back. this other actor has been on hiatus for 2 years while his gf works lol. to be one of the greatest you have to know how to surround yourself even in your private life.,False,True,False,,2025-03-03T18:29:00.000Z,,@elio_Muad_Dib,False
17046,48,150,34,Brandon Dwyer (Road to 1 point) ends his college career with ZERO points.,False,True,False,,2025-03-04T02:09:00.000Z,,@CBBcontent,True
1889,68,124,8,"🍂🍂WHAT’S HAPPENING SOON

ARIES ♈️ — Finances
TAURUS ♉️ — Finances
GEMINI ♊️ — Love
CANCER — Partnerships
LEO ♌️ — Love
VIRGO ♍️ - Career
LIBRA ♎️ — Career
SCORPIO ♏️ — Finances
SAGITTARIUS ♐️ — Love
CAPRICORN ♑️ — Finances
AQUARIUS ♒️ — Finances/Love
PISCES ♓️ — Career

Retweet🔁 Like❤️ 111 Claim",False,True,False,,2025-03-03T12:14:00.000Z,,@Childmoon77,True
1563,39,363,13,"Fun Fact !!!

Neeyu naanu H.Wood movie aa remake pannom, Rendu layu Ani tha music, Rendu layu Trisha Heroine,Arjun Villain. Loki star director, Magizh one of the cult directors.
But Unnoda movie career Highest Grosser aagiruchu ,En padam Disaster aagiruchu 

🐢: Epdi ya ???",False,True,False,,2025-03-03T09:07:00.000Z,,@Offline_Mafia,False
0,1,0,0,エージェントの言うことを鵜呑みにしすぎず「自分がどんな進め方をしたいか」を大切にしたいですね！,True,False,False,,2025-03-04T11:36:00.000Z,,@jasmin_career,True
0,0,0,0,They don't want Muslim women to grow in their career rather they will marry off to arab sheik for money....Muslim women are the most deprived people in India...i hope some movie is made on this marriage like kashmir files and kerala story.,True,False,False,,2025-03-04T11:36:00.000Z,,@shashikanthtad1,False
48,2,18,0,"Body shaming, mocking her for each & everything either it's friendship, career goals, styling, weight gain, event's & what not,  then termed them as constructive criticism & concern
No one needs such insensitive, disgusting fans who never leave a chance to ruined her mental peace",False,True,False,,2025-03-04T06:52:00.000Z,,@THEFANBOY__,False
0,1,0,0,"You can summarize maxwell's career in two balls
Cooked @bhogleharsha",False,False,False,,2025-03-04T11:36:00.000Z,,@Ico_nic_123,False
0,0,0,0,If I had to sum up Maxwell's career in 2 balls....,False,False,False,,2025-03-04T11:36:00.000Z,,@Sjthe_gr8,False
0,1,0,0,"You can summarize Maxwell's career in these 2 balls - Harsha Bhogle in commentary. 

Well that's accurate. 😂",False,False,False,,2025-03-04T11:36:00.000Z,,@MAYUR448,False
95,2,6,0,"CHNNLD MSSGS 𓂀🔥: 

Aries ♈️ Leo ♌️ Sagittarius ♐️ 

“ANXIETY ANXIETIES…*ₛ𝒸ᵣₑₐₘ*”

You just want to scream due to all your current anxiety/ies. There’s so much worry the outcome of your desires. Your blessings will soon start rolling in with love career or other. The money you need for bills and self care shall suddenly arrive. 

🪽#️⃣: 000 222 444 555 777 888 1010 

🌞🌕⬆️VENUS+",False,True,False,,2025-03-04T04:49:00.000Z,,@QINGORACLE,True
0,0,0,0,"Have questions about your job search, career moves, or the ServiceNow industry? We have you covered! 
 
Come on and drop a question in the comments—whether it’s about CV tips, interviews, or the latest market trends, we’re here to help. No question is too big or too small!",False,False,False,,2025-03-04T11:36:00.000Z,,@LinkingHumans,False
0,0,0,0,"ブログ更新。
プレゼンテーション９　間（ま）
間（ま）って意識していますか？
helpyourcareer.net/blog/deta…
#HelpYourCareer
#社員教育 
#プレゼンテーション",False,False,False,,2025-03-04T11:36:00.000Z,,@HelpYourCareer1,False
89,1,23,0,every single aspect about Ruby’s album is connected creating a cohesive piece of art simbolizing jennie’s journey through her lenses only for the first time in her artistic career. proud is an understatement.,False,True,False,,2025-03-04T01:10:00.000Z,,@guns_are_rosies,False
24,0,23,1,"#ProtectOurKids Day of Action on March 4. Musk & Trump are taking a chainsaw to public education—gutting funding for special ed, career training, and student loans to give tax cuts to the wealthy—but we’re fighting back! 
youtu.be/O6Toz65kbbQ",False,True,False,,2025-03-03T13:24:00.000Z,,@rweingarten,True
177,2,11,0,"Pelle Larsson had a career night tonight for the Miami Heat 🔥

- 16 points (6-11)
- 5 assists 
- 4 rebounds 

#CatsInTheNBA",False,True,False,,2025-03-04T03:13:00.000Z,,@PHNX_Wildcats,True
46,1,6,0,"Really @VivaArtists_ binibigyan niyo pa to ng platform?? ang kabit na ito??? HOMEWRECKER!!!! sinasayang niyo yung career ni Rabin. maawa naman kayo

#YumiGarcia #Kabit 
Yumi Garcia",False,True,False,,2025-03-01T03:48:00.000Z,,@solidaddump,False
678,1,60,2,"wait people are complaining that zb1 is going to The show? Girl...... giving wins in music shows is the only thing we can do for them and we are still struggling, rest assured your sm group will have the career intact for many years, we literally only have this to grab😓",False,True,False,,2025-03-03T15:01:00.000Z,,@woongyy,False
0,0,0,1,@PharmacistsIER Consulting as a Career for Pharmacists panel discussion on Wednesday 26th March 2025 (7.30pm-8.30pm). Register via this link Register via shorturl.at/rAnEE.,False,False,False,,2025-03-04T11:36:00.000Z,,@PharmacistsIER,False
1,0,0,0,"""Maxwell doing Maxwell things"" 

""If you want to summarise Maxwell's career in two balls, there it is""",False,False,False,,2025-03-04T11:36:00.000Z,,@ugcric,False
1,0,0,0,The main thing maxwell missed throughout his career is COMMONSENSE,True,False,False,,2025-03-04T11:36:00.000Z,,@R_Sharath05,False
19,2,6,2,"Throughout her career, Brigid Kelly was a mentor and role model for XU students & alumni.  Thank you to her family, friends & Women in Politics students for the Brigid Kelly Public Service Scholarship to inspire the next generation of women leaders! marchgladness.xavier.edu/cam…",False,True,False,,2025-03-03T12:32:00.000Z,,@MackMariani,False
487,22,63,9,"That phase in your tech career where you’re commuting to Westi, taking public transport, eating at vibandaskis... I want to escape so bad. 😩",False,True,False,,2025-03-03T20:08:00.000Z,,@kareynjeri1,False
14,1,0,0,Maxwell career in two balls,True,False,False,,2025-03-04T11:36:00.000Z,,@PositiveBit0001,True
554,66,182,6,"ELON: SOCIAL SECURITY IS THE BIGGEST PONZI SCHEME OF ALL TIME

“People pay into Social Security, and the money goes out of Social Security immediately, but the obligation for Social Security is your entire retirement career. 

If you look at the future obligations of Social Security, it far exceeds the tax revenue. 

The actual national debt is like double what people think it is because of the future obligations. 

People are living way longer than expected, and there are fewer babies being born, so you have more people who are retired that live for a long time and get retirement payments. 

At the risk of being a buzzkill, however bad the financial situation is right now for the federal government, it will be much worse in the future.”

Source: @joerogan February 28, 2025",False,True,False,,2025-03-04T06:47:00.000Z,,@MarioNawfal,True
660,49,25,10,"Started my new career this morning. Make some noise yall, wtf. 😭😭",False,True,False,,2025-03-03T14:54:00.000Z,,@jewel_ebony,False
934,37,211,11,"Jimmy Johnson through the years.

Congrats on an incredible career and enjoy retirement, Coach. 

@JimmyJohnson x @NFLonFOX",False,True,False,,2025-03-03T20:07:00.000Z,,@FOXSports,True
1,1,0,0,Thank God I created so many accounts through my twitter career bc I might cry if someone replied to one of my 2017 tweets lmaooo,True,False,False,,2025-03-04T11:36:00.000Z,,@ninjacarp_,False
0,0,0,0,"We dont listen to you, Pocahontas.  Tell us how you earned those millions of dollars as a career public servant.",True,False,False,,2025-03-04T11:36:00.000Z,,@BearLovesKer,True
0,0,0,0,What was his biggest win in his entire college career?  Utah? TCU in 23?  He didn’t win big games.  He is going to be humbled real quick in the NFL,True,False,False,,2025-03-04T11:36:00.000Z,,@CARL86236284,False
0,1,0,0,"that’s actually against the rules of baseball, called a spitball and it hasn’t been legal in decades. Last person likely highly suspected of regularly using it was Gaylord Perry whose career was from 1962 to 1983 and he died in 2022.",True,False,False,,2025-03-04T11:36:00.000Z,,@300furrybears,False
832,0,342,10,"👤 you were a fencer and now, you've become an artist. looking back, what do you think is the biggest lesson you've learned from your career shift?
👑 i think it's just, like focusing on what you do and... like a  lot of times, we can't avoid what other people thing of us. but i think it's just about, 'cause people only remember the winner, but they don't know what you've been preparing. like if you win, people don't know you've been trying for 10 years, 20 years. they only see that trophy. so to me, i think the common ground is just focus on yourself. that's it. don't let that distract you

#JacksonWang #王嘉尔 #잭슨 
@JacksonWang852 #GOT7",False,True,False,,2025-03-03T05:23:00.000Z,,@cyjprint,False
101,4,8,2,The Content i'm doing tomorrow will set my Creative Career in a different spotlight and out of my comfort zone. I hope it turns out even better than what i have in mind.😃,False,True,False,,2025-03-03T19:02:00.000Z,,@gambino_film,False
28985,155,5008,174,Turn up the radio volume. You are just a girl.,False,True,True,My brakes are making a noise ☹️,2025-03-03T05:51:00.000Z,2025-03-03T05:29:00.000Z,@khuliso_Neels,False
0,0,0,0,Remembering Carl Dean: The Quiet Strength Behind Dolly Parton’s Iconic Career tukio.co.ke/remembering-carl…,False,False,False,,2025-03-04T11:36:00.000Z,,@TukioDigital,False
46,5,10,0,"Starmer may have inflicted irreversible damage to Ukraine Europe and UK on his quest to save his political career. 
When you feed a narcissists ego you are in danger of the fall out.
He will make a complete balls of this for sure.",False,True,False,,2025-03-04T07:16:00.000Z,,@Torydemocrats,True
1,0,0,0,"確かに！！！
逆を心がけたいですね🔥",True,False,False,,2025-03-04T11:36:00.000Z,,@kuro_career,True
3107,121,151,55,Mane was a freak but not once in his career was he better than Salah,False,True,True,"Who has the better Premier League legacy? 
 
Kevin De Bruyne 🇧🇪
Mohamed Salah 🇪🇬",2025-03-03T15:56:00.000Z,2025-03-03T12:06:00.000Z,@JC_ftbl,True
1288,21,181,30,"Lane Hutson (63 GP) became the fastest defenseman in @CanadiensMTL history to record 50 career points, besting Chris Chelios (66 GP).

#NHLStats: media.nhl.com/public/live-up…",False,True,False,,2025-03-04T01:07:00.000Z,,@PR_NHL,True
7,0,2,0,"Buck Baker would have been 106 today #RIP

Buck Baker, of Richburg, SC, was the first driver to win back-to-back Grand National (Cup) championships (1956-1957). He won 46 Grand National races in his career, and was inducted into the NASCAR Hall of Fame in 2013.

#NASCARLegend 🏁",False,False,False,,2025-03-04T11:35:00.000Z,,@LegendsNascar,False
1192,31,235,3,"""A solicitor acting for Sandie Peggie, a nurse who says she faced discrimination as a result of NHS Fife allowing Dr Beth Upton into female changing rooms, revealed that an internal health board investigation had sided with her client in relation to a potentially “career-ending” allegation that she failed to provide proper patient care.""

""...a further allegation of jeopardising patient safety...had been directly contradicted by an eyewitness.""

thetimes.com/article/3e1d0ec…",False,True,False,,2025-03-03T22:48:00.000Z,,@WWWheesht,True
0,0,0,0,"Only This One innings and You defined the career of a Guy. How didn't played any domestic matches, PSL, not more domestic white ball Tournament. 
This is your Merit. If he failed to perform in this series you corrupt will play with their future and Career. 
#INDvsAUS #INDvAUS",False,False,True,"🌟 Abdul Samad, Akif Javed, Hasan Nawaz and Mohammad Ali 

Introducing the four uncapped players part of the team for the tour to New Zealand ▶️

#NZvPAK | #BackTheBoysInGreen",2025-03-04T11:35:00.000Z,2025-03-04T11:03:00.000Z,@O_War_Jani_Dya,True
0,0,0,0,"""If you have to summarise Maxwell's career, there it was for you."" 😭😭😭",False,False,False,,2025-03-04T11:35:00.000Z,,@Nerd6842,False
1,1,0,0,貧乏人とは商売をしないのがビジネスの基本,True,False,False,,2025-03-04T11:35:00.000Z,,@Fire_2025_,True
165,5,41,0,"Happy 62nd Birthday

Jason Curtis Newsted (born March 4, 1963) is an American musician, best known as the bassist of heavy metal band Metallica from 1986 to 2001. He performed with thrash metal band Flotsam and Jetsam for the first five years of his career before joining Metallica in October 1986 to succeed Cliff Burton, who died the month prior. Newsted performed on the albums ...And Justice for All (1988), Metallica (1991), Load (1996), Reload (1997) and Garage Inc. (1998). He left the group in January 2001.",False,True,False,,2025-03-04T04:10:00.000Z,,@Metalmike3,True
13,11,10,0,"Data Scientist is one of the highest paying fields in IT and also one of the fastest growing!

 - The average Data Analyst salary is $3,00,000 a year.

If you want a career in Data Science, I will share with you - Paid courses Free

- Like + RT+ Reply “DM” -Follow me",False,True,False,,2025-03-04T05:56:00.000Z,,@Poonam_Mal1,False
0,0,0,0,Lord thank you for stability and career,True,False,False,,2025-03-04T11:35:00.000Z,,@mztadiligent,False
1,0,0,0,"本当にその通りですw
その傾向はめちゃつよですね、、",True,False,False,,2025-03-04T11:35:00.000Z,,@kuro_career,True
1,0,0,0,NYSC is trying to be on its way to put my other career activities on pause. I must learn this balance thing by fire by force!🥲,False,False,False,,2025-03-04T11:35:00.000Z,,@chimdiuto_e,False
0,0,0,0,Imagine being a career politician involved in running the countries debt to over $35 Trillion telling Trump he’s “ruining the economy” 😳,False,False,False,,2025-03-04T11:35:00.000Z,,@ReturnOfMills,False
77,1,7,0,Rickey Henderson’s final career stolen base.,False,True,False,,2025-03-04T09:00:00.000Z,,@BBGreatMoments,True
1,0,0,0,"Say a prayer for me! 🙏🎂

Another 365 days completed, and I’m grateful for the growth, progress, and achievements on this journey of life.

As a student, I’m thankful for my mentors and excited about building a great career in data early on. 

#Data #DataFamily",False,False,False,,2025-03-04T11:35:00.000Z,,@AlaniJoshua_,False
1295,29,84,38,"THE ABNORMALITY 😈🔮🔥

▫️ 20 PTS 
▫️ 11 REB (Career-High) 
▫️ 5 AST",False,True,False,,2025-03-04T03:54:00.000Z,,@trailblazers,True
0,0,0,0,"How much have the long term corrupt career politicians in America made from the industrial military complex, by perpetuating conflict around the world?  That’s a truth that is also the main reason you all hate Trump so much! He’s about to cut the income stream! ..",True,False,False,,2025-03-04T11:35:00.000Z,,@Lavenderbones,False
35,5,11,0,"If you build a Chucky Cheese you get families.

If you build injection sites & hand out taxpayer drugs, pipes & needles, you get cartels, junkies, gangs & career criminals.",False,True,True,"'If you want a thriving fentanyl trade in your country, attracting heavily armed cartels, super labs and a large and growing market of  users subsidized by the government and unimpeded by law enforcement, just do everything Canada’s been doing'

nationalpost.com/opinion/how…",2025-03-04T06:21:00.000Z,2025-03-04T02:12:00.000Z,@bruce_mcgonigal,True
0,0,0,0,I have not been unemployed EVER in my career as a Histology Technician since 1988. My current contract ends Friday with zero new jobs available thanks to cuts to Medicare and medical research. #FDT #trumpruinseverything #TrumpisaNationalDisgrace #trumpsucks,False,False,False,,2025-03-04T11:35:00.000Z,,@traveller0u812,False
319,1,21,1,"🗣️Marcelo: ""i hope to have a good career,and i help Madrid win trophies""",False,True,False,,2025-03-03T23:07:00.000Z,,@RMadridPix,False
34,2,11,0,"Another youth jobs crisis. An underestimate if you factor in underemployment and lack of career progression. If you can't accept the fact that this economic system is broken beyond repair, you have allowed the late Baroness Thatcher to 'change your soul'. theguardian.com/business/202…",False,True,False,,2025-03-04T09:41:00.000Z,,@ProfHall1955,False
21,2,33,3,"It’s National Careers Week 2025! 🎉

We are going to be sharing career journeys from different roles to help you consider the options that are out there.

This week, it’s time to think: where could your career take you?

➡️ ow.ly/fkbw50V8iyi

#NCW2025 #MyCareerJourney",False,True,False,,2025-03-03T08:30:00.000Z,,@NationalCareers,True
0,0,1,0,"Yes. I have been waiting for someone to investigate elizabeth warren's wealth! Hopefully, this Is a start For investigations for all Congress members who have acquired wealth During their career.",True,True,False,,2025-03-04T11:17:00.000Z,,@MurbachBar55077,False
0,0,0,0,"I worked with many USAF, USN and US Army military and civilian personnel during my RAF career. I cannot believe they would be anything but appalled that Trump is cosying up to Russia and ignoring the fact that it was Russia that attacked Ukraine.",True,False,False,,2025-03-04T11:35:00.000Z,,@iantyorks,False
45,2,22,0,"In a riveting speech yesterday, our least popular prime minister since Liz Truss might have saved his political career… I mean neoliberalism… I mean freedom and democracy… 

Sir Keir Starmer stood in front of Downing Street and proudly announced his World War III plans… I mean peace plans to rapturous applause. The prime minister truly rose to the occasion, looking statesman-like by wearing a suit while saying he takes nuking millions of humans very seriously.

This could so easily have been an awkward announcement because Trump had left Starmer in a difficult position by dropping support for Ukraine to focus on his favourite conflict: the Gaza genocide. This was not for any moral reason, it’s just the US is short of bombs and Trump is prioritising his resources to respect the wishes of his donors.

Worryingly, Trump pretended to give a shit about peace in Ukraine which meant Starmer had to also pretend to have a conscience. The prime minister had no choice but to feign interest in peace, but the very thought of peace made his skin crawl. He could not even hide his disgust at the idea.

The world is incredibly screwed when you can express support for starving civilians in Gaza, and send weapons into a genocide, but you get flack for supporting a morally ambiguous conflict in Ukraine, isn’t it?

Thankfully, Starmer’s advisors came up with a brilliant strategy: mumble something about peace then invoke the Iraq war and talk about non-peaceful things so you look like a statesman. This is exactly what Starmer did and it made all the male journalists around me positively aroused. I swear Jon Sopel ejaculated at one point, but nobody judged him.

Starmer took the moral and intellectual high ground by doing his best George Bush jr impression and talking of a “coalition of the willing”. Just don’t mention the last time we did one of those it was in strict violation of international law and over a million people died.

Starmer pledged boots on the ground and planes in the air, even though his own military chiefs told him he doesn’t have enough boots to put on the ground or planes to put in the air! What matters is Starmer got to look tough and compensate for his domestic failings.

I’m no expert on the military, or any subject for that matter, but I know one of Putin’s key objections was the West building a military presence in Ukraine. Therefore, Russia will not be able to resist shooting at our troops and we can then say we are fighting a war of self-defence. Putting our troops in harm’s way is tactical genius!

Let's ignore that Putin’s weapons production capacity is five times greater than all of NATO’s combined, and he has Oreshniks. We wouldn’t want our soldiers having second thoughts, would we? I mean war is Starmer’s only hope of boosting his poll numbers and it would be deeply unfair if he missed the opportunity to be our next Churchill. You remember the dog? He was sadly euthanised by Kim Leadbetter.

Don’t worry, Starmer insisted we’re only going to fight Russia with US support, so please disregard that the US won’t be providing support. That’s an insignificant detail that should have no bearing on anything.

Outrageously, Nigel Farage asked Starmer in parliament how many troops he will be deploying in Ukraine, given that we are woefully short on manpower. Thankfully, Starmer evaded the question by saying, “Shut up you Putin-loving commie idiot!” Farage was deeply insulted by this outburst because neither of these men know what commie means.

Our woefully underfunded military doesn’t have much of anything. Even our Trident missiles can’t fire straight, and they can’t fire at all without the help of the US. Good luck trying to get Trump to help with that! We have the world’s worst nuclear deterrent and we can’t blame budget cuts because we used the money allocated for hungry school kids, homeless and disabled people. Trident is where our budget went!

Anyways, how are your sparrow hunting skills? Because you sure as hell won’t be getting any war rations in this time of ruthless austerity. Rations will be seen as another state handout for Rachel Reeves to cut so she looks tough in front of her donors. If you want food, you will have to volunteer for the front line, okay grandma?

Just be assured that when you reach the front line, we don’t have any spare guns. You will therefore be expected to bring your own weapon to Ukraine. A bit of old gardening equipment should do the job, maybe a rake. And something sharp for your least favourite limb because you’re gonna be sawing it off in the trenches and crawling away with a bloody stump. Good luck!

Obviously, we are gonna keep the war going for as long as possible and help Ukraine reclaim all of its land, but if you suggest doing the same for Palestine, you are a terrible person! I mean what kind of lunatic would fight for brown people?

All I know is we can’t let a madman take all of the land around him in a genocidal rampage, unless his name is Benjamin Netanyahu. Everyone knows the correct thing to do is wage war against countries that illegally invade white countries. Thankfully, we in the West are not continuously illegally invading any countries.

We have the highest of moral high grounds and we have no choice but to fight another forever war. The worry is that if we agree to peace, there might later be war, so we should have war without trying peace because this is the only way to achieve peace. This is the most coherent argument any of us could think of yesterday and the average salary at the conference was £450,000!

We just know we want war and I’m not sure the words matter as long as we’re all saying exactly the same thing on your TV screens and ensuring there is no room for dissenting opinions. I think it’s extremely important we don’t consider any of the consequences of a world war.

If you’re a middle-class parent of fighting age children, aged 16 to 60, male or female, just tell yourself working class lads will be doing all the dying. Hopefully, we can remove affluent post codes from the system so only council estate riffraff are sent to their deaths. Only the people who don’t matter should die in this war, and I’m sure you will agree that I certainly do matter.

I, as a mainstream journalist, have convinced myself that I am immune to all types of radiation. I have no science to back this up, but I’m happy to remain in denial of the reality of the thing I’m cheering for. I’m under no illusions that you lot are fucked though. 

Get ready for your septum to fall off when you pick your nose! Get ready for your lips to come off when you cough! Before you know it, you’re gonna be looking like a ghoul from Fallout whereas I shall be looking as pretty as ever, and that is all that matters x

Thank you so much for reading! If you enjoy my amazing journalism as much as I do, you can sign up to my newsletter here! Everyone agrees it's the best thing on the internet:

Substack newsletter: normalisland.co.uk   
       
Buy me a coffee: ko-fi.com/normalislandnews",False,True,False,,2025-03-04T11:15:00.000Z,,@NormalIslandNws,False
0,0,0,0,Imagine if that girl didn't do something who make her career drop. clue someone was from 4Minute hehehe,True,False,False,,2025-03-04T11:35:00.000Z,,@soonnugu,False
1,0,0,0,やっぱり人を気遣えるだけの余裕は必要ですね😂,True,False,False,,2025-03-04T11:35:00.000Z,,@kuro_career,True
0,0,0,0,"HR Magazine - Half of young people concerned they lack career skills, experience or qualifications hrmagazine.co.uk/content/new…",False,False,False,,2025-03-04T11:35:00.000Z,,@EventsMediaJobs,False
